SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,LATITUDE,LONGITUDE
PAST SALE,April-19-2019,Condo/Co-op,1441 Cambridge Lakes Dr Unit 207b,Mount Pleasant,SC,29464,240000,3,2,Cambridge Lakes,1347,,2000,534,178,319,Sold,http://www.redfin.com/SC/Mt-Pleasant/1441-Cambridge-Lakes-Dr-29464/unit-207B/home/68663947,Charleston Trident MLS,19003231,32.811029,-79.847207
PAST SALE,July-17-2020,Townhouse,1050 Planters Pl,Mount Pleasant,SC,29464,295000,3,3,Planters Place,1300,,1984,79,227,320,Sold,http://www.redfin.com/SC/Mt-Pleasant/1050-Planters-Pl-29464/unit-1050/home/68781715,Charleston Trident MLS,20015367,32.8084507,-79.8625418
PAST SALE,July-30-2020,Townhouse,1330 Cassidy Ct Unit B,Mount Pleasant,SC,29464,349000,3,2,Remington Forest,1250,,2020,66,279,336,Sold,http://www.redfin.com/SC/Mt-Pleasant/1330-Cassidy-Ct-29464/unit-B/home/168857553,Charleston Trident MLS,20001219,32.7957793,-79.855379
PAST SALE,August-24-2020,Single Family Residential,916 Kincade Dr,Mount Pleasant,SC,29464,520000,3,1,Old Mt Pleasant,1329,13068,1955,41,391,,Sold,http://www.redfin.com/SC/Mt-Pleasant/916-Kincade-Dr-29464/home/108183899,Charleston Trident MLS,20017690,32.7926516,-79.8604175
PAST SALE,June-26-2020,Condo/Co-op,1419 Cambridge Lakes Dr Unit 101b,Mount Pleasant,SC,29464,272750,3,2,Cambridge Lakes,1347,,2000,100,202,325,Sold,http://www.redfin.com/SC/Mt-Pleasant/1419-Cambridge-Lakes-Dr-29464/unit-101B/home/68906361,Charleston Trident MLS,20013339,32.811732,-79.846754
PAST SALE,August-27-2020,Townhouse,1664 Hunters Run Dr,Mount Pleasant,SC,29464,245500,3,2.5,Wando East,1404,2613,1997,38,175,150,Sold,http://www.redfin.com/SC/Mt-Pleasant/1664-Hunter-s-Run-Dr-29464/home/68594746,Charleston Trident MLS,20020613,32.828323,-79.840166
PAST SALE,September-24-2020,Condo/Co-op,1491 Cambridge Lakes Dr #208,Mount Pleasant,SC,29464,260000,3,2,Cambridge Lakes,1347,,2000,10,193,325,Sold,http://www.redfin.com/SC/Mt-Pleasant/1491-Cambridge-Lakes-Dr-29464/unit-208/home/102796157,Charleston Trident MLS,20020739,32.8117379,-79.8464766
PAST SALE,,Condo/Co-op,2500 Beaucastel Rd #1423,Mt Pleasant,SC,29464,255000,3,2,,1409,,1999,,181,,,http://www.redfin.com/SC/Mt-Pleasant/2500-Beaucastel-Rd-29464/unit-1423/home/108172741,,,32.8228969,-79.8460232
PAST SALE,August-12-2020,Single Family Residential,1274 Chatfield St,Mount Pleasant,SC,29464,390000,3,2,Wakendaw Place,1500,13503,1995,53,260,,Sold,http://www.redfin.com/SC/Mt-Pleasant/1274-Chatfield-St-29464/home/68557044,Charleston Trident MLS,20017931,32.828897,-79.8528603
PAST SALE,September-25-2020,Single Family Residential,1153 N Shadow Dr,Mount Pleasant,SC,29464,385000,3,2.5,Hickory Shadows,1281,8712,1970,9,301,,Sold,http://www.redfin.com/SC/Mt-Pleasant/1153-N-Shadow-Dr-29464/home/68868774,Charleston Trident MLS,20022358,32.8070284,-79.8549808
PAST SALE,September-29-2020,Condo/Co-op,1138 Village Creek Ln #3,Mount Pleasant,SC,29464,295000,3,3,Village Creek,1486,,1982,5,199,310,Sold,http://www.redfin.com/SC/Mt-Pleasant/1138-Village-Cove-TRL-29464/unit-3/home/171608105,Charleston Trident MLS,20022304,32.8234848,-79.8520818
PAST SALE,,Single Family Residential,1186 Main Canal Dr,Mt Pleasant,SC,29464,411000,3,2,,1289,11223,1983,,319,,,http://www.redfin.com/SC/Mt-Pleasant/1186-Main-Canal-Dr-29464/home/68886448,,,32.796554,-79.847697
PAST SALE,,Townhouse,1045 Hunters Trce,Mt Pleasant,SC,29464,262000,3,1.5,,1332,3940,1983,,197,,,http://www.redfin.com/SC/Mt-Pleasant/1045-Hunters-Trce-29464/home/68596169,,,32.8088307,-79.8642088
PAST SALE,September-30-2020,Condo/Co-op,1322 Rosewood Ln,Mount Pleasant,SC,29464,287500,3,2.5,Southampton Pointe,1409,,1999,4,204,396,Sold,http://www.redfin.com/SC/Mt-Pleasant/1322-Rosewood-Ln-29464/unit-1322/home/68869497,Charleston Trident MLS,20022977,32.822885,-79.846029
PAST SALE,July-17-2020,Townhouse,1168 Rosemead Rd,Mount Pleasant,SC,29464,245000,3,2,Rosemead,1371,1742,1976,79,179,,Sold,http://www.redfin.com/SC/Mt-Pleasant/1168-Rosemead-Rd-29464/home/105596088,Charleston Trident MLS,20011324,32.8084099,-79.8521511
PAST SALE,November-28-2018,Single Family Residential,885 Randall Dr,Mount Pleasant,SC,29464,580000,3,2,Old Mt Pleasant,1477,12196,1968,676,393,,Sold,http://www.redfin.com/SC/Mt-Pleasant/885-Randall-Dr-29464/home/68639637,Charleston Trident MLS,18024257,32.7893708,-79.8570921
PAST SALE,July-2-2020,Single Family Residential,1232 Tambourine Ct,Mount Pleasant,SC,29466,306000,3,2.5,Lieben Park,1353,8276,2012,94,226,32,Sold,http://www.redfin.com/SC/Mt-Pleasant/1232-Tambourine-Ct-29466/home/68725097,Charleston Trident MLS,20010827,32.879738,-79.753219
PAST SALE,,Single Family Residential,1344 Venning Rd,Mt Pleasant,SC,29464,338500,3,1.5,,1429,12600,1964,,237,,,http://www.redfin.com/SC/Mt-Pleasant/1344-Venning-Rd-29464/home/87089393,,,32.8149544,-79.8311843
PAST SALE,September-2-2020,Single Family Residential,1914 Armory Dr,Mount Pleasant,SC,29466,376000,3,2,West Point,1323,9147,1991,32,284,17,Sold,http://www.redfin.com/SC/Mt-Pleasant/1914-Armory-Dr-29466/home/68660700,Charleston Trident MLS,20019822,32.830284,-79.8181401
PAST SALE,September-17-2020,Single Family Residential,1951 Armory Dr,Mount Pleasant,SC,29466,390000,3,2,West Point,1461,9583,1991,17,267,17,Sold,http://www.redfin.com/SC/Mt-Pleasant/1951-Armory-Dr-29466/home/68685873,Charleston Trident MLS,20019793,32.8300113,-79.8174544
PAST SALE,June-18-2020,Condo/Co-op,1108 Shadow Lake Cir #65,Mount Pleasant,SC,29464,288000,3,2,Snee Farm,1354,,1983,108,213,342,Sold,http://www.redfin.com/SC/Mt-Pleasant/1108-Shadow-Lake-Cir-29464/unit-65/home/108180593,Charleston Trident MLS,20012208,32.844872,-79.817903
PAST SALE,October-23-2019,Single Family Residential,1946 Twickenham Pl,Mount Pleasant,SC,29464,325000,3,2.5,Longpoint,1468,7405,1990,347,221,42,Sold,http://www.redfin.com/SC/Mt-Pleasant/1946-Twickenham-Pl-29464/home/68594754,Charleston Trident MLS,19013458,32.8500068,-79.8364067
PAST SALE,November-21-2019,Single Family Residential,1626 Lauda Dr,Mount Pleasant,SC,29464,284000,3,2,Wando East,1434,9583,1986,318,198,,Sold,http://www.redfin.com/SC/Mt-Pleasant/1626-Lauda-Dr-29464/home/68736594,Charleston Trident MLS,19028310,32.8268937,-79.8406818
PAST SALE,February-25-2020,Condo/Co-op,1433 Cambridge Lakes Dr Unit 102b,Mount Pleasant,SC,29464,225000,3,2,Cambridge Lakes,1336,,2000,222,168,319,Sold,http://www.redfin.com/SC/Mt-Pleasant/1433-Cambridge-Lakes-Dr-29464/unit-102B/home/68686459,Charleston Trident MLS,19002074,32.811732,-79.846754
PAST SALE,June-25-2019,Single Family Residential,2300 Chadbury Ln,Mount Pleasant,SC,29466,311950,3,2,Chadbury Village,1272,4356,1999,467,245,,Sold,http://www.redfin.com/SC/Mt-Pleasant/2300-Chadbury-Ln-29466/home/68886469,Charleston Trident MLS,19014503,32.8378864,-79.8131385
PAST SALE,February-14-2020,Single Family Residential,2015 Bonnywood Ct,Mount Pleasant,SC,29464,345000,3,2.5,Longpoint,1478,9147,1990,233,233,42,Sold,http://www.redfin.com/SC/Mt-Pleasant/2015-Bonnywood-Ct-29464/home/68931768,Charleston Trident MLS,19028234,32.8456361,-79.8347296
PAST SALE,July-29-2020,Single Family Residential,2004 Davant Cir,Mount Pleasant,SC,29464,365000,3,2,Longpoint,1346,7405,1992,67,271,45,Sold,http://www.redfin.com/SC/Mt-Pleasant/2004-Davant-Cir-29464/home/68645298,Charleston Trident MLS,20007454,32.8550745,-79.8340621
PAST SALE,September-15-2020,Single Family Residential,1123 Honeysuckle Ct,Mount Pleasant,SC,29464,362000,3,2,Snee Farm,1471,6969,1981,19,246,31,Sold,http://www.redfin.com/SC/Mt-Pleasant/1123-Honeysuckle-Ct-29464/home/68596026,Charleston Trident MLS,20009120,32.845695,-79.8162577
PAST SALE,September-30-2020,Single Family Residential,557 Pritchards Point Dr,Mount Pleasant,SC,29464,370000,3,2,Belle Hall,1403,7405,1998,4,264,48,Sold,http://www.redfin.com/SC/Mt-Pleasant/557-Pritchards-Point-Dr-29464/home/68680876,Charleston Trident MLS,20017516,32.8430792,-79.8639553
PAST SALE,September-18-2020,Townhouse,3025 Park West Blvd,Mount Pleasant,SC,29466,303400,3,2.5,Park West,1410,2613,2009,16,215,46,Sold,http://www.redfin.com/SC/Mt-Pleasant/3025-W-Park-Blvd-29466/home/68702594,Charleston Trident MLS,20008620,32.893918,-79.8042789
PAST SALE,January-23-2019,Single Family Residential,341 Jardinere Walk,Mount Pleasant,SC,29464,373000,3,2,Belle Hall,1400,7405,1996,620,266,,Sold,http://www.redfin.com/SC/Mt-Pleasant/341-Jardinere-Walk-29464/home/68695570,Charleston Trident MLS,18033112,32.848177,-79.8664117
PAST SALE,October-18-2018,Single Family Residential,589 Antebellum Ln,Mount Pleasant,SC,29464,360000,3,2,Belle Hall,1461,6969,1997,717,246,47,Sold,http://www.redfin.com/SC/Mt-Pleasant/589-Antebellum-Ln-29464/home/68597794,Charleston Trident MLS,18020545,32.8417515,-79.8613932
PAST SALE,July-31-2020,Townhouse,3108 Queensgate Way,Mount Pleasant,SC,29466,250000,3,2,Park West,1413,5227,2000,65,177,47,Sold,http://www.redfin.com/SC/Mt-Pleasant/3108-Queensgate-Way-29466/home/68677466,Charleston Trident MLS,20018270,32.898394,-79.786851
PAST SALE,July-1-2020,Townhouse,3276 Queensgate Way,Mount Pleasant,SC,29466,230000,3,2,Park West,1413,6969,2000,95,163,47,Sold,http://www.redfin.com/SC/Mt-Pleasant/3276-Queensgate-Way-29466/home/68869604,Charleston Trident MLS,20008565,32.895651,-79.789484
PAST SALE,August-11-2020,Condo/Co-op,3085 Queensgate Way,Mount Pleasant,SC,29466,232300,3,2,Park West,1413,5227,2000,54,164,47,Sold,http://www.redfin.com/SC/Mt-Pleasant/3085-Queensgate-Way-29466/home/68708713,Charleston Trident MLS,20020323,32.897742,-79.787042
PAST SALE,December-23-2019,Single Family Residential,1505 Wellesley Cir,Mount Pleasant,SC,29466,337000,3,2,Park West,1478,6098,2001,286,228,48,Sold,http://www.redfin.com/SC/Mt-Pleasant/1505-Wellesley-Cir-29466/home/68709270,Charleston Trident MLS,19030213,32.8928037,-79.7885426
PAST SALE,June-30-2020,Condo/Co-op,3212 Queensgate Way,Mount Pleasant,SC,29466,252000,3,2,Park West,1413,5227,2000,96,178,47,Sold,http://www.redfin.com/SC/Mt-Pleasant/3212-Queensgate-Way-29466/home/68684867,Charleston Trident MLS,20013242,32.897522,-79.789259
PAST SALE,September-14-2020,Single Family Residential,3024 Nehemiah Rd,Mount Pleasant,SC,29466,299000,3,2,Phillips Manor,1297,4791,2008,20,231,8,Sold,http://www.redfin.com/SC/Mt-Pleasant/3024-Nehemiah-Rd-29466/home/68707038,Charleston Trident MLS,20019691,32.8905158,-79.813237
PAST SALE,April-17-2020,Single Family Residential,1633 Pin Oak Cut,Mount Pleasant,SC,29466,330000,3,2,Dunes West,1425,7840,1999,170,232,35,Sold,http://www.redfin.com/SC/Mt-Pleasant/1633-Pin-Oak-Cut-29466/home/108033520,Charleston Trident MLS,20005355,32.8938906,-79.8118799
PAST SALE,August-26-2020,Single Family Residential,3318 Lindner Ln,Mount Pleasant,SC,29466,325000,3,2,Planters Pointe,1301,7840,1999,39,250,60,Sold,http://www.redfin.com/SC/Mt-Pleasant/3318-Lindner-Ln-29466/home/68593641,Charleston Trident MLS,20018102,32.9012667,-79.8254613
PAST SALE,July-17-2020,Condo/Co-op,2088 Kings Gate Ln,Mount Pleasant,SC,29466,224000,3,2,Dunes West,1397,5227,2002,79,160,35,Sold,http://www.redfin.com/SC/Mt-Pleasant/2088-Kings-Gate-Ln-29466/home/68591947,Charleston Trident MLS,20013683,32.8991581,-79.8193986
PAST SALE,,Townhouse,2212 Kings Gate Ln,Mt Pleasant,SC,29466,212500,3,2,,1397,5663,2005,,152,,,http://www.redfin.com/SC/Mt-Pleasant/2212-Kings-Gate-Ln-29466/home/68592852,,,32.901715,-79.821506
PAST SALE,September-1-2020,Townhouse,1045 Provincial Cir Unit D,Mount Pleasant,SC,29464,340000,3,2.5,Patriots Province,1472,1306,1983,33,231,161,Sold,http://www.redfin.com/SC/Mt-Pleasant/1045-Provincial-Cir-29464/unit-D/home/68691195,Charleston Trident MLS,20018624,32.797649,-79.8883235
PAST SALE,,Condo/Co-op,170 Heritage Cir Unit L-3,Mt Pleasant,SC,29464,271000,3,2,,1344,,1974,,202,,,http://www.redfin.com/SC/Mt-Pleasant/170-Heritage-Cir-29464/unit-L-3/home/87097852,,,32.8125844,-79.873314
PAST SALE,August-7-2020,Townhouse,629 Bay Tree Ct,Mount Pleasant,SC,29464,310000,3,2.5,Bay Tree,1500,2178,1973,58,207,,Sold,http://www.redfin.com/SC/Mt-Pleasant/629-Baytree-Ct-29464/home/68674596,Charleston Trident MLS,20016835,32.8061736,-79.8799135
PAST SALE,August-14-2020,Condo/Co-op,129 Heritage Cir Unit B-6,Mount Pleasant,SC,29464,260000,3,2,Heritage Village,1344,871,1974,51,193,260,Sold,http://www.redfin.com/SC/Mt-Pleasant/129-Heritage-Cir-29464/unit-B-6/home/68594066,Charleston Trident MLS,20019631,32.811814,-79.874349
PAST SALE,September-29-2020,Townhouse,161 Heritage Cir Unit K-7,Mount Pleasant,SC,29464,217500,3,2,Heritage Village,1408,,1974,5,154,279,Sold,http://www.redfin.com/SC/Mt-Pleasant/161-Heritage-Cir-29464/unit-K-7/home/108070663,Charleston Trident MLS,20025128,32.812271,-79.873209
PAST SALE,September-3-2020,Townhouse,933 Cottingham Dr,Mount Pleasant,SC,29464,270000,3,1.5,Cooper Estates,1302,3049,1972,31,207,,Sold,http://www.redfin.com/SC/Mt-Pleasant/933-Cottingham-Dr-29464/home/68641914,Charleston Trident MLS,20018203,32.8053651,-79.8827843
PAST SALE,August-28-2020,Single Family Residential,975 Provincial Cir,Mount Pleasant,SC,29464,360000,3,2,Patriots Province,1347,5227,1991,37,267,161,Sold,http://www.redfin.com/SC/Mt-Pleasant/975-Provincial-Cir-29464/home/68644455,Charleston Trident MLS,20007897,32.7989775,-79.8867103
PAST SALE,,Single Family Residential,1033 Tall Pine Rd,Mt Pleasant,SC,29464,540000,3,2,,1422,19865,1951,,380,,,http://www.redfin.com/SC/Mt-Pleasant/1033-Tall-Pine-Rd-29464/home/87088508,,,32.7982618,-79.883539
PAST SALE,September-20-2019,Single Family Residential,1407 Hindman Ave,Mount Pleasant,SC,29464,425000,3,1,Jasper Terrace,1276,8712,1962,380,333,,Sold,http://www.redfin.com/SC/Mt-Pleasant/1407-Hindman-Ave-29464/home/108039592,Charleston Trident MLS,19022984,32.7897382,-79.8602323
PAST SALE,June-6-2019,Single Family Residential,1408 Goblet Ave,Mount Pleasant,SC,29464,575000,3,2,Old Mt Pleasant,1270,8712,1953,486,453,,Sold,http://www.redfin.com/SC/Mt-Pleasant/1408-Goblet-Ave-29464/home/68897843,Charleston Trident MLS,19006452,32.7905919,-79.8592457
PAST SALE,December-30-2019,Single Family Residential,2016 Presidio Dr,Mount Pleasant,SC,29466,335000,3,2,Quail Hollow,1283,7840,1989,279,261,15,Sold,http://www.redfin.com/SC/Mt-Pleasant/2016-Presidio-Dr-29466/home/68871721,Charleston Trident MLS,19031842,32.8293744,-79.8160826
PAST SALE,June-25-2019,Townhouse,1731 Deer Path Dr,Mount Pleasant,SC,29464,216750,3,1.5,Wando East,1294,2178,1987,467,168,100,Sold,http://www.redfin.com/SC/Mt-Pleasant/1731-Deer-Path-Dr-29464/home/68644193,Charleston Trident MLS,19001728,32.8294758,-79.8398612
PAST SALE,April-16-2019,Single Family Residential,1409 Glencoe Dr,Mount Pleasant,SC,29464,404000,3,2,Old Mt Pleasant,1290,10018,1973,537,313,,Sold,http://www.redfin.com/SC/Mt-Pleasant/1409-Glencoe-Dr-29464/home/108161508,Charleston Trident MLS,19004840,32.792508,-79.8566539
PAST SALE,July-23-2020,Townhouse,1035 Hunters Trce,Mount Pleasant,SC,29464,270000,3,1.5,Hunters Trace,1300,3049,1983,73,208,29,Sold,http://www.redfin.com/SC/Mt-Pleasant/1035-Hunters-Trce-29464/home/68595561,Charleston Trident MLS,20013779,32.8086346,-79.864591
PAST SALE,November-12-2018,Single Family Residential,1118 N Shadow Dr,Mount Pleasant,SC,29464,347500,3,2,Hickory Shadows,1486,9583,1971,692,234,,Sold,http://www.redfin.com/SC/Mt-Pleasant/1118-N-Shadow-Dr-29464/home/68904587,Charleston Trident MLS,18030620,32.8080595,-79.8562607
PAST SALE,May-4-2020,Single Family Residential,1144 Rifle Range Rd,Mount Pleasant,SC,29464,405850,3,2,Heritage,1404,16117,1965,153,289,,Sold,http://www.redfin.com/SC/Mt-Pleasant/1144-Rifle-Range-Rd-29464/home/87095574,Charleston Trident MLS,20007229,32.7981773,-79.851141
PAST SALE,September-14-2020,Townhouse,1062 Hunters Trce,Mount Pleasant,SC,29464,279000,3,1.5,Hunters Trace,1300,2178,1983,20,215,29,Sold,http://www.redfin.com/SC/Mt-Pleasant/1062-Hunters-Trce-29464/home/87095455,Charleston Trident MLS,20018108,32.8082656,-79.8636903
PAST SALE,July-29-2020,Single Family Residential,1180 Main Canal Dr,Mount Pleasant,SC,29464,406000,3,2,Harborgate Shores,1342,10454,1983,67,303,,Sold,http://www.redfin.com/SC/Mt-Pleasant/1180-Main-Canal-Dr-29464/home/108114987,Charleston Trident MLS,20018863,32.7970231,-79.8476839
PAST SALE,,Condo/Co-op,1330 Cassidy Ct Unit 1330B,Mt Pleasant,SC,29464,349000,3,2.5,,1250,,1986,,279,,,http://www.redfin.com/SC/Mt-Pleasant/1330-Cassidy-Ct-29464/unit-1330B/home/68686561,,,32.7957793,-79.855379
PAST SALE,May-29-2019,Condo/Co-op,1323 Rosewood Ln,Mount Pleasant,SC,29464,265000,3,2.5,Southampton Pointe,1324,,1999,494,200,408,Sold,http://www.redfin.com/SC/Mt-Pleasant/1323-Rosewood-Ln-29464/home/68597108,Charleston Trident MLS,19002830,32.8221688,-79.8467038
PAST SALE,,Single Family Residential,346 Hobcaw Dr,Mt Pleasant,SC,29464,525000,3,2,,1341,15000,1973,,391,,,http://www.redfin.com/SC/Mt-Pleasant/346-Hobcaw-Dr-29464/home/87088465,,,32.8172436,-79.8881976
PAST SALE,June-19-2019,Townhouse,2217 Kings Gate Ln,Mount Pleasant,SC,29466,227000,3,2,Dunes West,1413,5662,2002,473,161,35,Sold,http://www.redfin.com/SC/Mt-Pleasant/2217-Kings-Gate-Ln-29466/home/68591965,Charleston Trident MLS,19009062,32.902044,-79.8209854
PAST SALE,November-15-2019,Single Family Residential,3025 Nehemiah Rd,Mount Pleasant,SC,29466,260000,3,2,Phillips Manor,1324,4791,2008,324,196,8,Sold,http://www.redfin.com/SC/Mt-Pleasant/3025-Nehamiah-Rd-29466/home/68886032,Charleston Trident MLS,19014814,32.8906897,-79.8136162
PAST SALE,January-10-2020,Single Family Residential,184 Mossy Oak Way,Mount Pleasant,SC,29464,358500,3,2,Belle Hall,1336,7840,1995,268,268,47,Sold,http://www.redfin.com/SC/Mt-Pleasant/184-Mossy-Oak-Way-29464/home/68597817,Charleston Trident MLS,19032383,32.848677,-79.8580991
PAST SALE,October-15-2018,Single Family Residential,23 Shem Dr,Mount Pleasant,SC,29464,376500,3,1,Brookgreen Meadows,1280,9583,1952,720,294,,Sold,http://www.redfin.com/SC/Mt-Pleasant/23-Shem-Dr-29464/home/68596312,Charleston Trident MLS,18023593,32.7945051,-79.8692556
PAST SALE,July-15-2019,Condo/Co-op,1300 Park West Blvd #1103,Mount Pleasant,SC,29466,225000,3,2,Park West,1282,,2000,447,176,307,Sold,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-1103/home/108122733,Charleston Trident MLS,19015874,32.8800332,-79.7802877
PAST SALE,July-19-2019,Townhouse,1674 Bridwell Ln,Mount Pleasant,SC,29466,308000,3,2.5,Park West,1464,2613,2016,443,210,152,Sold,http://www.redfin.com/SC/Mt-Pleasant/1674-Bridwell-Ln-29466/home/79775913,Charleston Trident MLS,19012836,32.888674,-79.801975
PAST SALE,July-2-2020,Townhouse,3370 Eastman Dr,Mount Pleasant,SC,29466,315900,3,2.5,Park West,1496,1742,2014,94,211,47,Sold,http://www.redfin.com/SC/Mt-Pleasant/3370-Eastman-Dr-29466/home/68623117,Charleston Trident MLS,20015234,32.8786712,-79.780023
PAST SALE,August-31-2020,Townhouse,1688 Bridwell Ln,Mount Pleasant,SC,29466,310000,3,2.5,Park West,1464,2613,2016,34,212,47,Sold,http://www.redfin.com/SC/Mt-Pleasant/1688-Bridwell-Ln-29466/home/107327292,Charleston Trident MLS,20019461,32.888991,-79.8023092
PAST SALE,August-6-2020,Condo/Co-op,1566 Oxborough Cir,Mount Pleasant,SC,29466,248000,3,2,Dunes West,1494,4356,2000,59,166,222,Sold,http://www.redfin.com/SC/Mt-Pleasant/1566-Oxborough-Cir-29466/unit-1566/home/68643822,Charleston Trident MLS,20016367,32.893211,-79.807351
PAST SALE,August-21-2020,Single Family Residential,1283 Worthy Ct,Mount Pleasant,SC,29466,335000,3,2,Ivy Hall,1269,17859,1998,44,264,25,Sold,http://www.redfin.com/SC/Mt-Pleasant/1283-Worthy-Ct-29466/home/68663297,Charleston Trident MLS,20009655,32.8654,-79.7914218
PAST SALE,April-10-2020,Townhouse,3149 Queensgate Way,Mount Pleasant,SC,29466,232550,3,2,Park West,1381,5227,2000,177,168,47,Sold,http://www.redfin.com/SC/Mt-Pleasant/3149-Queensgate-Way-29466/home/68909578,Charleston Trident MLS,19027393,32.898062,-79.788102
PAST SALE,July-27-2020,Single Family Residential,1000 Provincial Cir,Mount Pleasant,SC,29464,440000,3,2,Patriots Province,1468,5227,1988,69,300,161,Sold,http://www.redfin.com/SC/Mt-Pleasant/1000-Provincial-Cir-29464/home/68864558,Charleston Trident MLS,20010495,32.7991164,-79.8862729
PAST SALE,March-27-2020,Single Family Residential,2464 Fulford Ct,Mount Pleasant,SC,29466,335000,3,2,Chadbury Village,1474,5662,2000,191,227,23,Sold,http://www.redfin.com/SC/Mt-Pleasant/2464-Fulford-Ct-29466/home/68887828,Charleston Trident MLS,20006029,32.8388346,-79.8107416
PAST SALE,June-25-2020,Single Family Residential,2115 Presidio Dr,Mount Pleasant,SC,29466,370000,3,2,Quail Hollow,1357,8712,1991,101,273,15,Sold,http://www.redfin.com/SC/Mt-Pleasant/2115-Presidio-Dr-29466/home/68642249,Charleston Trident MLS,20011848,32.8308149,-79.8131714
PAST SALE,February-22-2019,Condo/Co-op,1148 Shadow Lake Cir,Mount Pleasant,SC,29464,255000,3,2,Snee Farm Lakes,1354,,1985,590,188,342,Sold,http://www.redfin.com/SC/Mt-Pleasant/1148-Shadow-Lake-Cir-29464/unit-49/home/68900887,Charleston Trident MLS,18027680,32.845193,-79.819335
PAST SALE,February-26-2020,Single Family Residential,1119 Sea Oats Ct,Mount Pleasant,SC,29464,312000,3,2,Snee Farm,1446,6969,1981,221,216,31,Sold,http://www.redfin.com/SC/Mt-Pleasant/1119-Sea-Oats-Ct-29464/home/68596046,Charleston Trident MLS,19031137,32.8452773,-79.8155982
PAST SALE,May-8-2020,Single Family Residential,1364 Thayer Hall Dr,Mount Pleasant,SC,29466,343000,3,2,West Point,1279,6969,1992,149,268,17,Sold,http://www.redfin.com/SC/Mt-Pleasant/1364-Thayer-Hall-Dr-29466/home/68657005,Charleston Trident MLS,20012430,32.8299209,-79.817965
PAST SALE,September-25-2020,Single Family Residential,2004 Presidio Dr,Mount Pleasant,SC,29466,350000,3,2,Quail Hollow,1500,7840,1989,9,233,15,Sold,http://www.redfin.com/SC/Mt-Pleasant/2004-Presidio-Dr-29466/home/68698547,Charleston Trident MLS,20022666,32.829952,-79.8162139
PAST SALE,September-28-2020,Townhouse,1127 Hidden Cove Dr,Mount Pleasant,SC,29464,275000,3,2.5,Snee Farm,1500,3484,1984,6,183,456,Sold,http://www.redfin.com/SC/Mt-Pleasant/1127-Hidden-Cove-Dr-29464/unit-35/home/108185382,Charleston Trident MLS,20021206,32.845691,-79.818599
PAST SALE,December-17-2019,Single Family Residential,1729 Nantahala Blvd,Mount Pleasant,SC,29464,382000,3,2,Wando Lakes,1412,9583,1983,292,271,,Sold,http://www.redfin.com/SC/Mt-Pleasant/1729-Nantahala-Blvd-29464/home/73598433,Charleston Trident MLS,19032197,32.8311404,-79.8440954
PAST SALE,,Condo/Co-op,1803 Basildon Rd #1803,Mt Pleasant,SC,29466,260000,3,2,,1274,,2006,,204,,,http://www.redfin.com/SC/Mt-Pleasant/1803-Basildon-Rd-29466/unit-1803/home/68693369,,,32.8922952,-79.7966457
PAST SALE,October-30-2019,Townhouse,3009 Park West Blvd,Mount Pleasant,SC,29466,276000,3,2.5,Park West,1410,2613,2009,340,196,150,Sold,http://www.redfin.com/SC/Mt-Pleasant/3009-W-Park-Blvd-29466/home/68702597,Charleston Trident MLS,19026472,32.893606,-79.804182
PAST SALE,August-20-2019,Townhouse,2964 Emma Ln,Mount Pleasant,SC,29466,264000,3,3,Carol Oaks,1379,1742,2012,411,191,100,Sold,http://www.redfin.com/SC/Mt-Pleasant/2964-Emma-Ln-29466/home/68903657,Charleston Trident MLS,19019712,32.8659977,-79.7973769
PAST SALE,February-8-2019,Single Family Residential,3254 Scranton Dr,Mount Pleasant,SC,29466,327500,3,2,Ivy Hall,1315,8712,1997,604,249,24,Sold,http://www.redfin.com/SC/Mt-Pleasant/3254-Scranton-Dr-29466/home/68732369,Charleston Trident MLS,19000369,32.867179,-79.7890681
PAST SALE,March-25-2020,Single Family Residential,605 Julep Dr,Mount Pleasant,SC,29464,372000,3,2,Belle Hall,1392,7840,1994,193,267,48,Sold,http://www.redfin.com/SC/Mt-Pleasant/605-Julep-Dr-29464/home/68644137,Charleston Trident MLS,20003808,32.8480761,-79.8635678
PAST SALE,June-19-2020,Single Family Residential,351 Old South Way,Mount Pleasant,SC,29464,400000,3,2,Belle Hall,1426,7405,1996,107,281,48,Sold,http://www.redfin.com/SC/Mt-Pleasant/351-S-Old-Way-29464/home/68676047,Charleston Trident MLS,20001266,32.8463422,-79.866368
PAST SALE,July-17-2020,Condo/Co-op,1326 Cassidy Ct Unit A,Mount Pleasant,SC,29464,355000,3,2,Remington Forest,1314,,1986,79,270,369,Sold,http://www.redfin.com/SC/Mt-Pleasant/1326-Cassidy-Ct-29464/unit-A/home/68845615,Charleston Trident MLS,20013611,32.7955409,-79.8545357
